,Protocol,Service,Prediction
3377,tcp,ftp_data,Normal
3378,tcp,http,DoS
3379,tcp,ftp,Normal
3380,tcp,http,Normal
3381,icmp,ecr_i,DoS
3382,tcp,http,Normal
3383,tcp,other,Probe
3384,tcp,http,DoS
3385,tcp,http,Normal
3386,udp,domain_u,Normal
3387,tcp,telnet,Normal
3388,icmp,eco_i,Probe
3389,tcp,http,Normal
3390,tcp,telnet,Normal
3391,tcp,http,DoS
3392,tcp,http,Normal
3393,tcp,private,DoS
3394,tcp,ftp,Normal
3395,udp,private,Normal
3396,tcp,private,Probe
3397,tcp,telnet,Normal
3398,tcp,http,DoS
3399,udp,domain_u,Normal
3400,tcp,http,Normal
3401,tcp,http,Normal
3402,tcp,private,DoS
3403,tcp,ftp,DoS
3404,udp,private,Normal
3405,tcp,telnet,Normal
3406,tcp,courier,DoS
3407,tcp,ftp_data,Normal
3408,tcp,private,DoS
3409,tcp,telnet,Normal
3410,tcp,http,DoS
3411,udp,private,DoS
3412,tcp,other,Normal
3413,tcp,smtp,Normal
3414,icmp,ecr_i,DoS
3415,tcp,http,Normal
3416,tcp,http,DoS
3417,tcp,telnet,Normal
3418,udp,private,Normal
3419,tcp,private,DoS
3420,tcp,ftp_data,Normal
3421,tcp,http,Normal
3422,tcp,other,Probe
3423,tcp,private,DoS
3424,tcp,smtp,Normal
3425,tcp,other,Probe
3426,tcp,http,Normal
3427,udp,other,Normal
3428,tcp,other,Probe
3429,tcp,private,DoS
3430,tcp,http,DoS
3431,tcp,telnet,Normal
3432,udp,other,Normal
3433,icmp,ecr_i,DoS
3434,tcp,http,Normal
3435,tcp,other,Normal
3436,tcp,telnet,Normal
3437,tcp,http,Normal
3438,tcp,telnet,Normal
3439,tcp,other,Normal
3440,tcp,http,Normal
3441,tcp,bgp,DoS
3442,tcp,http,Normal
3443,tcp,http,DoS
3444,tcp,private,DoS
3445,tcp,other,Normal
3446,tcp,http,Normal
3447,tcp,other,DoS
3448,tcp,private,Probe
3449,tcp,telnet,Probe
3450,udp,domain_u,Normal
3451,tcp,other,Normal
3452,udp,domain_u,Normal
3453,tcp,private,DoS
3454,tcp,http,Normal
3455,udp,private,Normal
3456,udp,private,Normal
3457,tcp,smtp,Normal
3458,udp,private,Normal
3459,icmp,ecr_i,DoS
3460,tcp,http,Normal
3461,tcp,other,Normal
3462,tcp,telnet,Normal
3463,tcp,private,DoS
3464,tcp,other,Probe
3465,tcp,other,DoS
3466,tcp,http,Normal
3467,tcp,telnet,Normal
3468,tcp,telnet,Normal
3469,tcp,other,DoS
3470,tcp,other,DoS
3471,udp,private,Normal
3472,udp,private,DoS
3473,tcp,http,Normal
3474,tcp,smtp,Normal
3475,tcp,http,DoS
3476,tcp,http,Normal
3477,tcp,private,DoS
3478,tcp,uucp_path,DoS
3479,udp,domain_u,Normal
3480,tcp,other,Probe
3481,tcp,smtp,Normal
3482,tcp,other,Normal
3483,tcp,telnet,Normal
3484,tcp,smtp,Normal
3485,udp,private,Normal
3486,tcp,http,Probe
3487,tcp,http,Normal
3488,tcp,http,Normal
3489,icmp,ecr_i,DoS
3490,tcp,http,DoS
3491,tcp,private,DoS
3492,tcp,other,Normal
3493,tcp,ftp_data,Normal
3494,udp,private,DoS
3495,tcp,other,Probe
3496,tcp,http,DoS
3497,udp,private,DoS
3498,tcp,http,Normal
3499,tcp,bgp,DoS
3500,tcp,other,Normal
3501,tcp,http,Normal
3502,tcp,other,DoS
3503,tcp,http,Normal
3504,tcp,ftp,Normal
3505,icmp,ecr_i,DoS
3506,udp,private,Normal
3507,tcp,other,Probe
3508,tcp,private,DoS
3509,tcp,http,Normal
3510,tcp,http,Normal
3511,tcp,http,Normal
3512,tcp,http,Normal
3513,udp,private,Normal
3514,tcp,http,DoS
3515,tcp,private,DoS
3516,tcp,ftp,Normal
3517,icmp,eco_i,Probe
3518,tcp,other,Normal
3519,tcp,http,Normal
3520,tcp,ftp_data,R2L
3521,tcp,telnet,Normal
3522,tcp,telnet,Normal
3523,tcp,telnet,Normal
3524,tcp,ftp_data,Probe
3525,tcp,private,DoS
3526,tcp,http,Normal
3527,tcp,http,Normal
3528,tcp,uucp,DoS
3529,tcp,http,DoS
3530,tcp,telnet,DoS
3531,tcp,http,Normal
3532,tcp,ftp,Normal
3533,tcp,http,Normal
3534,tcp,http,Normal
3535,tcp,other,Normal
3536,icmp,ecr_i,DoS
3537,tcp,telnet,Normal
3538,udp,domain_u,Normal
3539,tcp,other,Normal
3540,tcp,private,DoS
3541,tcp,http,Normal
3542,udp,domain_u,Normal
3543,tcp,other,Probe
3544,tcp,other,Normal
3545,tcp,http,Normal
3546,tcp,private,DoS
3547,tcp,smtp,Normal
3548,tcp,http,Normal
3549,tcp,Z39_50,DoS
3550,tcp,other,Probe
3551,udp,private,Probe
3552,tcp,private,DoS
3553,tcp,http,Normal
3554,icmp,ecr_i,DoS
3555,tcp,other,Probe
3556,udp,private,Normal
3557,tcp,private,DoS
3558,tcp,http,Normal
3559,udp,private,Normal
3560,tcp,telnet,Normal
3561,tcp,other,Probe
3562,tcp,other,Probe
3563,tcp,http,Normal
3564,tcp,smtp,Normal
3565,tcp,ftp_data,R2L
3566,tcp,http,Normal
3567,tcp,http,DoS
3568,tcp,private,DoS
3569,tcp,ftp,Normal
3570,udp,domain_u,Normal
3571,tcp,http,Normal
3572,tcp,private,DoS
3573,tcp,http,DoS
3574,tcp,smtp,Normal
3575,tcp,http,Normal
3576,tcp,smtp,Normal
3577,tcp,ftp_data,R2L
3578,tcp,http,Normal
3579,tcp,private,Probe
3580,tcp,telnet,Normal
3581,icmp,eco_i,Probe
3582,tcp,smtp,Normal
3583,tcp,smtp,Normal
3584,tcp,private,DoS
3585,tcp,http,DoS
3586,icmp,ecr_i,DoS
3587,tcp,private,Probe
3588,tcp,ftp_data,R2L
3589,tcp,private,DoS
3590,udp,other,Normal
3591,tcp,http,Normal
3592,tcp,http,Normal
3593,tcp,private,DoS
3594,tcp,http,Normal
3595,tcp,http,Normal
3596,tcp,other,DoS
3597,udp,domain_u,Normal
3598,tcp,private,DoS
3599,tcp,private,DoS
3600,tcp,http,Normal
3601,tcp,http,DoS
3602,tcp,other,DoS
3603,tcp,http,Normal
3604,tcp,http,Normal
3605,tcp,http,Normal
3606,tcp,other,DoS
3607,tcp,smtp,Normal
3608,tcp,private,DoS
3609,tcp,other,Probe
3610,tcp,other,DoS
3611,tcp,other,DoS
3612,tcp,http,Normal
3613,tcp,smtp,Normal
3614,tcp,http,Normal
3615,tcp,http,Normal
3616,tcp,private,DoS
3617,tcp,http,DoS
3618,udp,domain_u,Normal
3619,icmp,ecr_i,DoS
3620,icmp,ecr_i,DoS
3621,tcp,telnet,U2R
3622,tcp,private,DoS
3623,tcp,private,DoS
3624,tcp,ftp,Normal
3625,tcp,http,Normal
3626,tcp,other,Normal
3627,tcp,http,Normal
3628,tcp,other,DoS
3629,tcp,ftp_data,Normal
3630,tcp,other,DoS
3631,tcp,uucp,DoS
3632,icmp,eco_i,Probe
3633,udp,domain_u,Normal
3634,tcp,http,Normal
3635,tcp,other,DoS
3636,tcp,other,Probe
3637,tcp,http,DoS
3638,tcp,smtp,Normal
3639,tcp,http,Normal
3640,udp,other,Normal
3641,tcp,other,DoS
3642,tcp,http,DoS
3643,tcp,http,Normal
3644,udp,private,Normal
3645,tcp,private,DoS
3646,udp,private,Probe
3647,icmp,ecr_i,DoS
3648,tcp,http,DoS
3649,tcp,telnet,DoS
3650,tcp,ftp_data,Normal
3651,tcp,other,DoS
3652,tcp,telnet,Normal
3653,icmp,eco_i,Probe
3654,tcp,http,DoS
3655,tcp,telnet,Normal
3656,tcp,http,Normal
3657,tcp,other,Normal
3658,tcp,other,Probe
3659,tcp,other,DoS
3660,tcp,private,DoS
3661,tcp,private,DoS
3662,tcp,smtp,Normal
3663,tcp,telnet,Normal
3664,icmp,eco_i,Probe
3665,tcp,private,DoS
3666,tcp,http,Normal
3667,tcp,http,Normal
3668,tcp,private,DoS
3669,tcp,private,DoS
3670,tcp,other,DoS
3671,tcp,private,DoS
3672,tcp,other,Probe
3673,udp,private,Normal
3674,tcp,other,Probe
3675,tcp,other,DoS
3676,tcp,smtp,Normal
3677,udp,domain_u,Normal
3678,tcp,http,Normal
3679,tcp,ftp_data,Normal
3680,tcp,other,DoS
3681,icmp,ecr_i,DoS
3682,udp,other,Normal
3683,tcp,private,DoS
3684,tcp,other,Normal
3685,tcp,ftp_data,Normal
3686,udp,domain_u,Normal
3687,tcp,Z39_50,DoS
3688,tcp,private,DoS
3689,tcp,other,Normal
3690,tcp,private,DoS
3691,udp,private,DoS
3692,tcp,other,DoS
3693,icmp,ecr_i,DoS
3694,tcp,private,DoS
3695,tcp,other,DoS
3696,tcp,http,Normal
3697,tcp,telnet,Normal
3698,tcp,private,Probe
3699,tcp,private,DoS
3700,tcp,ftp_data,Normal
3701,tcp,http,Normal
3702,tcp,http,Normal
3703,tcp,http,Normal
3704,tcp,other,Probe
3705,udp,private,Normal
3706,tcp,other,Probe
3707,tcp,other,Normal
3708,icmp,ecr_i,DoS
3709,tcp,http,Normal
3710,tcp,http,Normal
3711,tcp,http,Normal
3712,tcp,ftp,Normal
3713,tcp,http,Normal
3714,tcp,other,DoS
3715,tcp,http,Normal
3716,tcp,private,DoS
3717,tcp,ftp_data,Normal
3718,tcp,other,DoS
3719,udp,private,Normal
3720,tcp,http,DoS
3721,tcp,private,DoS
3722,tcp,http,DoS
3723,tcp,http,Normal
3724,udp,other,Normal
3725,tcp,http,Normal
3726,udp,private,Probe
3727,tcp,other,Normal
3728,tcp,http,Normal
3729,udp,private,Normal
3730,tcp,http,Normal
3731,tcp,telnet,Normal
3732,tcp,smtp,Normal
3733,tcp,http,Normal
3734,tcp,http,Normal
3735,icmp,ecr_i,DoS
3736,udp,private,Normal
3737,tcp,http,Normal
3738,tcp,http,DoS
3739,tcp,http,Normal
3740,tcp,http,Normal
3741,tcp,http,Normal
3742,tcp,http,Normal
3743,icmp,ecr_i,DoS
3744,tcp,ftp_data,Normal
3745,tcp,http,DoS
3746,tcp,http,Normal
3747,udp,private,DoS
3748,icmp,ecr_i,DoS
3749,tcp,http,Normal
3750,udp,domain_u,Normal
3751,tcp,other,Probe
3752,tcp,http,Normal
3753,tcp,http,Normal
3754,tcp,private,Probe
3755,tcp,telnet,Normal
3756,udp,domain_u,Normal
3757,tcp,http,Normal
3758,tcp,http,Normal
3759,tcp,http,Normal
3760,tcp,telnet,Normal
3761,tcp,ftp,Normal
3762,tcp,auth,Normal
3763,tcp,http,DoS
3764,tcp,ftp_data,R2L
3765,udp,private,Probe
3766,tcp,other,Probe
3767,tcp,ftp,Normal
3768,tcp,http,Normal
3769,icmp,ecr_i,DoS
3770,tcp,telnet,Normal
3771,icmp,ecr_i,DoS
3772,tcp,http,Normal
3773,tcp,other,DoS
3774,icmp,eco_i,Probe
3775,icmp,eco_i,Normal
3776,tcp,private,DoS
3777,tcp,ftp,Normal
3778,tcp,ftp,DoS
3779,tcp,private,DoS
3780,tcp,telnet,Normal
3781,tcp,telnet,Normal
3782,tcp,ftp,Normal
3783,tcp,telnet,Normal
3784,tcp,private,Probe
3785,tcp,http,Normal
3786,tcp,http,DoS
3787,tcp,http,Normal
3788,tcp,ftp_data,R2L
3789,tcp,http,Normal
3790,tcp,http,Normal
3791,tcp,http,Normal
3792,tcp,telnet,Normal
3793,udp,domain_u,Normal
3794,tcp,http,Normal
3795,tcp,http,Normal
3796,tcp,private,Probe
3797,tcp,other,Normal
3798,tcp,other,Probe
3799,tcp,telnet,Normal
3800,udp,private,Normal
3801,tcp,http,Normal
3802,tcp,http,Normal
3803,tcp,other,Probe
3804,tcp,private,DoS
3805,tcp,http,Normal
3806,tcp,http,Normal
3807,tcp,telnet,Normal
3808,tcp,other,DoS
3809,tcp,private,DoS
3810,tcp,private,DoS
3811,icmp,ecr_i,DoS
3812,tcp,ftp_data,Normal
3813,tcp,http,DoS
3814,tcp,http,Normal
3815,tcp,http,Normal
3816,tcp,bgp,DoS
3817,tcp,http,Normal
3818,tcp,private,DoS
3819,tcp,other,Normal
3820,tcp,smtp,Normal
3821,tcp,other,DoS
3822,icmp,ecr_i,DoS
3823,tcp,private,DoS
3824,icmp,ecr_i,DoS
3825,icmp,eco_i,Probe
3826,tcp,smtp,Normal
3827,udp,private,DoS
3828,tcp,http,Normal
3829,tcp,http,Normal
3830,tcp,http,Normal
3831,tcp,other,Normal
3832,icmp,ecr_i,DoS
3833,tcp,private,DoS
3834,tcp,private,DoS
3835,tcp,other,DoS
3836,tcp,other,Normal
3837,tcp,private,DoS
3838,tcp,http,Normal
3839,tcp,other,Normal
3840,tcp,http,Normal
3841,icmp,ecr_i,DoS
3842,tcp,http,DoS
3843,tcp,http,Normal
3844,udp,private,Normal
3845,icmp,eco_i,Probe
3846,tcp,other,Normal
3847,tcp,other,DoS
3848,tcp,http,Normal
3849,tcp,finger,DoS
3850,tcp,telnet,Normal
3851,tcp,http,Normal
3852,tcp,private,DoS
3853,tcp,http,DoS
3854,tcp,private,DoS
3855,tcp,telnet,DoS
3856,tcp,private,DoS
3857,tcp,auth,Normal
3858,tcp,smtp,Normal
3859,tcp,other,Probe
3860,tcp,other,DoS
3861,udp,private,DoS
3862,tcp,telnet,Normal
3863,udp,private,DoS
3864,udp,domain_u,Normal
3865,icmp,ecr_i,DoS
3866,tcp,http,Normal
3867,tcp,private,DoS
3868,tcp,http,Normal
3869,tcp,http,Normal
3870,udp,domain_u,Normal
3871,icmp,ecr_i,DoS
3872,udp,domain_u,Normal
3873,tcp,http,DoS
3874,udp,private,Normal
3875,tcp,private,DoS
3876,tcp,http,Normal
3877,tcp,private,DoS
3878,tcp,telnet,Normal
3879,tcp,courier,DoS
3880,udp,domain_u,Normal
3881,tcp,other,DoS
3882,udp,private,Probe
3883,tcp,other,Normal
3884,tcp,private,DoS
3885,tcp,http,Normal
3886,tcp,http,Normal
3887,tcp,other,Probe
3888,tcp,private,DoS
3889,tcp,private,DoS
3890,tcp,smtp,Normal
3891,tcp,ftp_data,Normal
3892,tcp,ftp,Probe
3893,tcp,private,Probe
3894,udp,private,DoS
3895,tcp,ftp_data,Normal
3896,tcp,other,Probe
3897,tcp,other,Normal
3898,tcp,telnet,Normal
3899,tcp,iso_tsap,DoS
3900,tcp,http,Normal
3901,tcp,smtp,Normal
3902,tcp,private,DoS
3903,tcp,http,DoS
3904,tcp,private,DoS
3905,tcp,telnet,Normal
3906,tcp,http,Normal
3907,tcp,private,DoS
3908,tcp,http,Normal
3909,tcp,other,Probe
3910,tcp,http,Normal
3911,udp,domain_u,Normal
3912,tcp,http,Normal
3913,tcp,other,Normal
3914,tcp,other,Normal
3915,tcp,http,Normal
3916,udp,private,Probe
3917,tcp,other,Normal
3918,tcp,private,DoS
3919,tcp,http,Normal
3920,tcp,smtp,Normal
3921,tcp,http,Normal
3922,tcp,http,DoS
3923,udp,private,Probe
3924,udp,domain_u,Normal
3925,udp,domain_u,Normal
3926,udp,domain_u,Normal
3927,tcp,ftp,Normal
3928,icmp,eco_i,Probe
3929,tcp,http,Normal
3930,tcp,other,Normal
3931,tcp,telnet,Normal
3932,tcp,http,Normal
3933,tcp,http,Normal
3934,tcp,http,Normal
3935,tcp,other,DoS
3936,tcp,telnet,DoS
3937,tcp,ftp_data,Normal
3938,tcp,ftp,Normal
3939,tcp,private,DoS
3940,tcp,private,DoS
3941,tcp,smtp,Normal
3942,tcp,other,DoS
3943,tcp,http,Normal
3944,tcp,http,Normal
3945,tcp,other,DoS
3946,udp,domain_u,Normal
3947,udp,private,Normal
3948,tcp,http,Normal
3949,tcp,other,Normal
3950,tcp,other,Normal
3951,tcp,http,Normal
3952,udp,private,Normal
3953,tcp,private,DoS
3954,tcp,other,DoS
3955,tcp,http,Normal
3956,tcp,other,Normal
3957,tcp,http,Normal
3958,tcp,private,DoS
3959,tcp,other,Normal
3960,tcp,other,Normal
3961,tcp,telnet,U2R
3962,tcp,other,Normal
3963,tcp,private,Probe
3964,tcp,other,Probe
3965,tcp,http,Normal
3966,tcp,ftp_data,DoS
3967,tcp,other,Normal
3968,tcp,http,Normal
3969,tcp,private,DoS
3970,tcp,ftp,DoS
3971,udp,private,DoS
3972,tcp,finger,Normal
3973,tcp,smtp,Normal
3974,tcp,http,Normal
3975,tcp,ftp_data,Normal
3976,tcp,telnet,Normal
3977,tcp,other,Probe
3978,udp,private,Normal
3979,udp,private,Normal
3980,tcp,http,Normal
3981,tcp,http,Normal
3982,tcp,ftp,Normal
3983,tcp,http,Normal
3984,tcp,http,Normal
3985,udp,private,Normal
3986,tcp,finger,Normal
3987,tcp,private,DoS
3988,tcp,private,DoS
3989,tcp,http,Normal
3990,tcp,other,DoS
3991,tcp,http,Normal
3992,tcp,telnet,Normal
3993,tcp,http,Normal
3994,udp,domain_u,Normal
3995,tcp,http,Normal
3996,icmp,ecr_i,DoS
3997,udp,domain_u,Normal
3998,tcp,other,Probe
3999,tcp,ftp,Normal
4000,tcp,other,Probe
4001,tcp,http,Normal
4002,udp,domain_u,Normal
4003,tcp,http,DoS
4004,tcp,private,DoS
4005,tcp,private,DoS
4006,icmp,ecr_i,DoS
4007,tcp,private,DoS
4008,tcp,http,Normal
4009,tcp,telnet,Normal
4010,tcp,http,DoS
4011,tcp,http,DoS
4012,tcp,telnet,Normal
4013,tcp,http,Normal
4014,tcp,private,DoS
4015,tcp,smtp,Normal
4016,udp,domain_u,Normal
4017,tcp,private,Probe
4018,udp,other,Probe
4019,tcp,ftp_data,Normal
4020,tcp,private,DoS
4021,tcp,http,Normal
4022,tcp,smtp,Normal
4023,icmp,ecr_i,DoS
4024,icmp,ecr_i,DoS
4025,udp,private,Normal
4026,tcp,smtp,Normal
4027,tcp,http,Normal
4028,tcp,other,Normal
4029,icmp,ecr_i,DoS
4030,icmp,eco_i,Normal
4031,tcp,private,DoS
4032,udp,domain_u,Normal
4033,tcp,private,DoS
4034,tcp,other,Probe
4035,tcp,private,Probe
4036,tcp,http,Normal
4037,tcp,http,Normal
4038,tcp,smtp,Normal
4039,tcp,http,DoS
4040,tcp,http,Normal
4041,tcp,http,Normal
4042,tcp,other,Probe
4043,tcp,private,DoS
4044,icmp,ecr_i,DoS
4045,tcp,http,Normal
4046,tcp,telnet,Normal
4047,tcp,private,DoS
4048,udp,private,DoS
4049,udp,domain_u,Normal
4050,tcp,telnet,Normal
4051,tcp,private,DoS
4052,udp,private,Normal
4053,tcp,telnet,DoS
4054,tcp,uucp,DoS
4055,udp,private,Probe
4056,tcp,other,DoS
4057,tcp,other,Normal
4058,tcp,http,Normal
4059,tcp,http,Normal
4060,tcp,http,Normal
4061,tcp,telnet,Normal
4062,tcp,private,DoS
4063,tcp,http,Normal
4064,tcp,private,DoS
4065,tcp,http,Normal
4066,tcp,private,Probe
4067,tcp,telnet,Normal
4068,tcp,private,DoS
4069,udp,private,Probe
4070,tcp,other,DoS
4071,tcp,other,Normal
4072,tcp,http,Normal
4073,tcp,http,DoS
4074,tcp,http,Normal
4075,udp,private,Normal
4076,tcp,http,Normal
4077,udp,private,Probe
4078,icmp,ecr_i,DoS
4079,tcp,http,Normal
4080,icmp,ecr_i,DoS
4081,udp,domain_u,Normal
4082,udp,private,Normal
4083,tcp,ftp_data,Normal
4084,tcp,http,Normal
4085,tcp,private,Probe
4086,tcp,private,Probe
4087,tcp,private,DoS
4088,tcp,other,Probe
4089,tcp,http,Normal
4090,tcp,http,Normal
4091,tcp,http,Normal
4092,udp,domain_u,Normal
4093,tcp,http,DoS
4094,udp,other,Normal
4095,tcp,http,DoS
4096,udp,private,Normal
4097,tcp,http,Normal
4098,tcp,http,Normal
4099,tcp,telnet,Normal
4100,tcp,private,DoS
4101,udp,private,Normal
4102,tcp,http,Normal
4103,tcp,http,Normal
4104,tcp,http,DoS
4105,tcp,http,DoS
4106,tcp,private,DoS
4107,tcp,http,Normal
4108,tcp,other,Normal
4109,tcp,ftp_data,R2L
4110,tcp,telnet,Normal
4111,icmp,ecr_i,DoS
4112,tcp,private,DoS
4113,tcp,private,Probe
4114,tcp,other,DoS
4115,udp,private,DoS
4116,tcp,other,DoS
4117,tcp,private,DoS
4118,tcp,other,DoS
4119,tcp,http,Normal
4120,tcp,http,Normal
4121,tcp,http,Normal
4122,tcp,other,Probe
4123,tcp,http,Normal
4124,udp,private,Normal
4125,icmp,eco_i,Probe
4126,tcp,http,Normal
4127,tcp,telnet,Normal
4128,tcp,telnet,DoS
4129,tcp,http,Normal
4130,tcp,private,DoS
4131,tcp,http,Normal
4132,tcp,http,Normal
4133,tcp,telnet,Normal
4134,tcp,http,Normal
4135,tcp,http,Normal
4136,udp,domain_u,Normal
4137,tcp,smtp,Normal
4138,tcp,http,Normal
4139,tcp,private,DoS
4140,tcp,time,DoS
4141,tcp,other,Normal
4142,tcp,telnet,Normal
4143,tcp,private,DoS
4144,tcp,http,Normal
4145,tcp,http,Normal
4146,tcp,telnet,Normal
4147,tcp,http,Normal
4148,tcp,http,DoS
4149,tcp,other,Normal
4150,udp,private,Probe
4151,tcp,telnet,Normal
4152,tcp,http,Normal
4153,tcp,http,Normal
4154,tcp,http,Normal
4155,tcp,http,Normal
4156,tcp,http,Normal
4157,tcp,telnet,Normal
4158,tcp,telnet,Normal
4159,tcp,ftp_data,Normal
4160,tcp,http,Normal
4161,tcp,http,Normal
4162,tcp,smtp,Normal
4163,tcp,http,Normal
4164,tcp,http,Normal
4165,tcp,ftp_data,Normal
4166,tcp,telnet,Normal
4167,tcp,telnet,Normal
4168,tcp,telnet,Normal
4169,tcp,private,DoS
4170,tcp,telnet,Normal
4171,tcp,telnet,Normal
4172,tcp,http,Normal
4173,tcp,http,DoS
4174,icmp,ecr_i,DoS
4175,tcp,http,Normal
4176,tcp,http,DoS
4177,udp,domain_u,Normal
4178,tcp,http,DoS
4179,tcp,other,Normal
4180,tcp,ftp_data,Normal
4181,tcp,private,DoS
4182,tcp,http,Normal
4183,tcp,http,Normal
4184,tcp,private,DoS
4185,tcp,http,Normal
4186,tcp,other,Normal
4187,tcp,ftp,Normal
4188,tcp,ftp_data,Normal
4189,tcp,ftp_data,Normal
4190,tcp,private,DoS
4191,tcp,http,Normal
4192,tcp,other,Probe
4193,tcp,private,DoS
4194,tcp,http,Normal
4195,tcp,other,Probe
4196,tcp,http,Normal
4197,tcp,http,Normal
4198,tcp,private,DoS
4199,udp,private,Normal
4200,tcp,smtp,Normal
4201,tcp,http,Normal
4202,tcp,http,Normal
4203,tcp,other,Normal
4204,tcp,http,Normal
4205,tcp,other,Normal
4206,tcp,smtp,Normal
4207,tcp,http,Normal
4208,tcp,http,Normal
4209,tcp,telnet,Normal
4210,icmp,ecr_i,DoS
4211,tcp,smtp,Normal
4212,tcp,other,Probe
4213,icmp,ecr_i,DoS
4214,tcp,other,Probe
4215,udp,domain_u,Normal
4216,tcp,other,Probe
4217,tcp,http,Normal
4218,tcp,http,Normal
4219,tcp,smtp,Normal
4220,tcp,other,Normal
4221,tcp,private,DoS
4222,tcp,http,DoS
4223,tcp,bgp,DoS
4224,tcp,http,DoS
4225,tcp,http,Normal
4226,udp,private,Probe
4227,tcp,http,Normal
4228,tcp,private,DoS
4229,tcp,http,Normal
4230,tcp,other,Normal
4231,tcp,other,DoS
4232,tcp,private,DoS
4233,tcp,telnet,Normal
4234,tcp,private,DoS
4235,tcp,other,Normal
4236,tcp,other,Probe
4237,tcp,http,Normal
4238,tcp,smtp,Normal
4239,tcp,http,Normal
4240,tcp,other,Normal
4241,tcp,http,Normal
4242,tcp,http,Normal
4243,tcp,http,Normal
4244,tcp,other,Normal
4245,tcp,private,DoS
4246,tcp,ftp,Normal
4247,tcp,telnet,Normal
4248,tcp,ftp_data,Normal
4249,tcp,ftp_data,R2L
4250,tcp,http,Normal
4251,tcp,other,Probe
4252,tcp,private,DoS
4253,tcp,http,DoS
4254,tcp,private,DoS
4255,tcp,other,DoS
4256,tcp,http,Normal
4257,tcp,http,Normal
4258,tcp,other,Normal
4259,tcp,http,Normal
4260,tcp,private,DoS
4261,tcp,http,Normal
4262,tcp,iso_tsap,DoS
4263,icmp,eco_i,Probe
4264,tcp,http,Normal
4265,tcp,http,Normal
4266,tcp,http,Normal
4267,tcp,ftp,Normal
4268,tcp,telnet,Normal
4269,tcp,http,Normal
4270,tcp,telnet,Normal
4271,tcp,other,DoS
4272,tcp,private,DoS
4273,tcp,http,Normal
4274,tcp,private,Probe
4275,tcp,private,DoS
4276,tcp,http,Normal
4277,tcp,other,Normal
4278,tcp,http,DoS
4279,tcp,http,Normal
4280,tcp,private,DoS
4281,tcp,other,Normal
4282,tcp,http,DoS
4283,tcp,other,DoS
4284,tcp,private,DoS
4285,tcp,smtp,Normal
4286,tcp,other,DoS
4287,tcp,private,DoS
4288,tcp,http,Normal
4289,tcp,http,DoS
4290,tcp,http,Normal
4291,tcp,telnet,Normal
4292,tcp,other,Probe
4293,tcp,ftp_data,Normal
4294,udp,private,Normal
4295,tcp,uucp_path,DoS
4296,tcp,http,Normal
4297,tcp,http,Normal
4298,tcp,telnet,Normal
4299,tcp,other,Probe
4300,tcp,private,DoS
4301,tcp,http,Normal
4302,tcp,telnet,Normal
4303,tcp,private,Probe
4304,tcp,telnet,DoS
4305,tcp,http,Probe
4306,tcp,http,Normal
4307,tcp,http,DoS
4308,tcp,ftp_data,Normal
4309,tcp,http,Normal
4310,tcp,http,Normal
4311,tcp,ftp_data,R2L
4312,tcp,private,DoS
4313,udp,domain_u,Normal
4314,tcp,private,DoS
4315,tcp,private,DoS
4316,tcp,smtp,Normal
4317,tcp,http,Normal
4318,tcp,private,DoS
4319,tcp,http,Normal
4320,tcp,other,Probe
4321,tcp,http,Normal
4322,udp,domain_u,Normal
4323,tcp,telnet,Normal
4324,tcp,http,Normal
4325,udp,private,Normal
4326,tcp,http,Normal
4327,tcp,smtp,Normal
4328,tcp,finger,DoS
4329,tcp,private,DoS
4330,tcp,http,Normal
4331,tcp,http,Normal
4332,tcp,private,Probe
4333,tcp,telnet,Normal
4334,udp,private,Normal
4335,tcp,other,Probe
4336,tcp,telnet,Normal
4337,tcp,telnet,Normal
4338,tcp,private,DoS
4339,tcp,http,DoS
4340,tcp,other,Probe
4341,tcp,http,Normal
4342,tcp,http,Normal
4343,tcp,smtp,Normal
4344,tcp,other,Probe
4345,tcp,http,Normal
4346,tcp,telnet,DoS
4347,tcp,other,Normal
4348,tcp,telnet,DoS
4349,tcp,http,Normal
4350,tcp,http,Normal
4351,tcp,http,Normal
4352,tcp,telnet,U2R
4353,icmp,ecr_i,DoS
4354,tcp,other,Probe
4355,udp,private,DoS
4356,tcp,private,DoS
4357,tcp,ftp_data,Normal
4358,tcp,http,Normal
4359,tcp,http,Normal
4360,tcp,telnet,Normal
4361,tcp,other,Normal
4362,tcp,other,Normal
4363,tcp,http,Normal
4364,tcp,http,Normal
4365,tcp,private,DoS
4366,tcp,http,Normal
4367,tcp,private,DoS
4368,tcp,http,Normal
4369,tcp,private,DoS
4370,tcp,ftp_data,Normal
4371,tcp,http,Normal
4372,tcp,http,Normal
4373,tcp,private,DoS
4374,tcp,telnet,Normal
